catalog,schema,table_name,table_type,format,created_at,last_modified,owner,comment
sbx2,silver_ims,contact_phone_manager,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:43:08.361,2026-07-08 15:43:08.823,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,contact_phone_signer,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:43:12.233,2026-07-08 15:43:12.667,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,contact_ref,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:43:19.444,2026-07-08 15:43:19.832,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,contact_role_detail,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:31.762,2026-07-08 15:42:32.220,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,country,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:11.034,2026-07-08 15:41:13.813,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,country_case_types,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:23.538,2026-07-08 15:41:24.988,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,country_state,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:31.500,2026-07-08 15:41:32.518,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,dep_aos,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:10.927,2026-07-08 15:41:13.983,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,dep_immigration_doc,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:34.244,2026-07-08 15:41:35.239,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,dep_immigration_status,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:41.912,2026-07-08 15:41:42.945,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,dep_passport,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:48.400,2026-07-08 15:41:49.168,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,dep_passport_doc,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:53.781,2026-07-08 15:41:54.346,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,dependent,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:24.417,2026-07-08 15:41:25.565,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,dependent_ext,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:59.724,2026-07-08 15:42:00.365,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:28.170,2026-07-08 15:42:28.852,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_classification,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:45.777,2026-07-08 15:42:46.212,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_data_change,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:48.018,2026-07-08 15:42:48.497,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_file,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:30.951,2026-07-08 15:42:31.582,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_file_classification,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:50.221,2026-07-08 15:42:50.732,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_immigration_reference,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:33.792,2026-07-08 15:42:34.288,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_replication_status,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:53.015,2026-07-08 15:42:53.470,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_request_state,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:55.559,2026-07-08 15:42:56.112,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_type_list,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:43.372,2026-07-08 15:42:43.841,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_type_visibility,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:57.970,2026-07-08 15:42:58.376,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,document_visibility,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:36.161,2026-07-08 15:42:36.626,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,entity_address,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:47.545,2026-07-08 15:41:48.243,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,fee_schedule,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:54.079,2026-07-08 15:41:54.731,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,immigration_doc_detail_ext,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:39.143,2026-07-08 15:42:39.615,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,immigration_doc_type,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:41.427,2026-07-08 15:42:41.842,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,immigration_provider_firm,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:23.423,2026-07-08 15:41:24.699,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,industry_assignment,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:58.243,2026-07-08 15:41:58.832,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,instance_config,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:01.644,2026-07-08 15:42:02.278,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,legal_service_team,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:04.680,2026-07-08 15:42:05.094,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,network_partner_company_info,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:11.020,2026-07-08 15:41:13.794,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,network_partner_contact,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:23.644,2026-07-08 15:41:24.969,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,processing_detail_field_option,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:10.933,2026-07-08 15:41:14.002,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,processing_detail_response,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:22.635,2026-07-08 15:41:23.837,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,processing_field_name,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:29.457,2026-07-08 15:41:31.126,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,questionnaire,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-04-30 18:01:55.213,2026-04-30 18:01:58.044,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,questionnaire_detail,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-04-30 18:02:15.491,2026-04-30 18:02:16.643,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,questionnaire_detail_company_ref,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-04-30 18:03:11.697,2026-04-30 18:03:12.042,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,questionnaire_detail_company_specific_settings,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-04-30 18:03:04.347,2026-04-30 18:03:04.779,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,questionnaire_group,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-04-30 18:02:31.226,2026-04-30 18:02:31.787,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,questionnaire_question_bank,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-04-30 18:02:44.356,2026-04-30 18:02:45.054,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,questionnaire_question_category,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-04-30 18:02:54.261,2026-04-30 18:02:54.718,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,reference_data,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:06.645,2026-07-08 15:42:07.137,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,relationship_types,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:10.216,2026-07-08 15:42:10.678,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,remote_client_case,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-03-31 14:23:01.953,2026-05-14 22:25:07.418,ddcruz@bal.com,
sbx2,silver_ims,report_note,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:12.570,2026-07-08 15:42:13.112,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,survey_question_option,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:10.908,2026-07-08 15:41:13.757,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,survey_questions,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:23.160,2026-07-08 15:41:24.520,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,survey_response,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:31.297,2026-07-08 15:41:32.134,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,task_management,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:42:15.140,2026-07-08 15:42:15.716,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,user_action,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:23.461,2026-07-08 15:41:25.006,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,user_activity_track,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:10.927,2026-07-08 15:41:13.563,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,user_link,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:33.805,2026-07-08 15:41:34.462,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,user_login,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:45.920,2026-07-08 15:41:46.882,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims,user_type,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 15:41:40.343,2026-07-08 15:41:41.114,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
sbx2,silver_ims_deloitte,answer_list,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:36:57.421,2026-01-22 15:36:57.421,sarogers@bal.com,
sbx2,silver_ims_deloitte,bene_priority_profile,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:47.181,2026-01-22 15:58:47.181,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_address,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:44.649,2026-01-22 15:58:44.649,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_category,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:40.394,2026-01-22 15:58:40.394,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_contact,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:34.320,2026-01-22 15:58:34.320,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_cross_instance_enabled,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-07-08 19:05:59.301,2026-07-08 19:05:59.301,ddcruz@bal.com,
sbx2,silver_ims_deloitte,case_lca_address,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:43.349,2026-01-22 15:58:43.349,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_lca_perm_detail,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:55.159,2026-01-22 15:58:55.935,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_milestone,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:25.969,2026-01-22 15:58:25.969,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_milestone_mapping,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:27.372,2026-01-22 15:58:27.372,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_milestone_pivot,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:28.860,2026-01-22 15:58:28.860,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_prevailing_wage,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:51.651,2026-01-22 15:58:51.651,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_question_answer,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:37.443,2026-01-22 15:58:37.443,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_questionnaire,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:38.948,2026-01-22 15:58:38.948,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_stage,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:53.115,2026-01-22 15:58:53.905,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_survey,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:41.965,2026-01-22 15:58:41.965,sarogers@bal.com,
sbx2,silver_ims_deloitte,case_task,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:33.028,2026-01-22 15:58:33.028,sarogers@bal.com,
sbx2,silver_ims_deloitte,check_request,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:57.173,2026-01-22 15:58:57.870,sarogers@bal.com,
sbx2,silver_ims_deloitte,check_request_automation,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:59.359,2026-01-22 15:59:00.088,sarogers@bal.com,
sbx2,silver_ims_deloitte,checkmarket2bal,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-06-03 18:58:28.264,2026-06-03 18:58:28.264,ddcruz@bal.com,
sbx2,silver_ims_deloitte,company_address,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:45.899,2026-01-22 15:58:45.899,sarogers@bal.com,
sbx2,silver_ims_deloitte,company_staff_relationship_types_ref,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:48.386,2026-01-22 15:58:48.386,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_beneficiary,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:37:02.375,2026-01-22 15:37:02.375,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_case_link,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:30.172,2026-01-22 15:58:30.172,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_company,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:37:03.849,2026-01-22 15:37:03.849,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_company_staff_ref,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:37:05.430,2026-01-22 15:37:05.430,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_country,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:37:06.969,2026-01-22 15:37:06.969,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_education_history,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:37:08.480,2026-01-22 15:37:08.480,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_expiration_date,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:19.631,2026-01-22 15:57:19.631,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_passport_details,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:20.928,2026-01-22 15:57:20.928,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_process_detail,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:11.740,2026-01-22 15:57:11.740,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_project,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:22.345,2026-01-22 15:57:22.345,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_project_detail,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:23.837,2026-01-22 15:57:23.837,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_status_docs,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:25.257,2026-01-22 15:57:25.257,sarogers@bal.com,
sbx2,silver_ims_deloitte,dim_user,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:26.741,2026-01-22 15:57:26.741,sarogers@bal.com,
sbx2,silver_ims_deloitte,entity_address,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:36:55.472,2026-01-22 15:36:55.988,sarogers@bal.com,
sbx2,silver_ims_deloitte,fact_beneficiary,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:28.208,2026-01-22 15:57:28.208,sarogers@bal.com,
sbx2,silver_ims_deloitte,fact_ebill,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:29.704,2026-01-22 15:57:29.704,sarogers@bal.com,
sbx2,silver_ims_deloitte,fact_project,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:31.208,2026-01-22 15:57:31.208,sarogers@bal.com,
sbx2,silver_ims_deloitte,fact_project_beneficiary,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:32.591,2026-01-22 15:57:32.591,sarogers@bal.com,
sbx2,silver_ims_deloitte,fact_status_docs,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:57:33.998,2026-01-22 15:57:33.998,sarogers@bal.com,
sbx2,silver_ims_deloitte,fact_user,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:16.925,2026-01-22 15:58:16.925,sarogers@bal.com,
sbx2,silver_ims_deloitte,fee_schedule,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:21.579,2026-01-22 15:58:21.579,sarogers@bal.com,
sbx2,silver_ims_deloitte,fee_schedule_sub_type,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:23.213,2026-01-22 15:58:23.213,sarogers@bal.com,
sbx2,silver_ims_deloitte,filling_att_and_asst,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:18.178,2026-01-22 15:58:18.178,sarogers@bal.com,
sbx2,silver_ims_deloitte,milestone_management,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:24.678,2026-01-22 15:58:24.678,sarogers@bal.com,
sbx2,silver_ims_deloitte,network_partner_contact,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:35.803,2026-01-22 15:58:35.803,sarogers@bal.com,
sbx2,silver_ims_deloitte,questionnaire_group,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:20.293,2026-01-22 15:58:20.293,sarogers@bal.com,
sbx2,silver_ims_deloitte,relationship_types,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:49.942,2026-01-22 15:58:49.942,sarogers@bal.com,
sbx2,silver_ims_deloitte,visa_priority_detail,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-01-22 15:58:31.577,2026-01-22 15:58:31.577,sarogers@bal.com,
sbx2,silver_intercom,conversations,VIEW,UNKNOWN_DATA_SOURCE_FORMAT,2026-03-24 03:58:53.152,2026-03-24 03:58:53.152,kchinthala@bal.com,
sbx2,silver_ipg,case_combinations,MANAGED,DELTA,2024-12-13 16:08:45.866,2024-12-16 17:30:37.316,aresha@bal.com,
sbx2,silver_ipg,case_type,MANAGED,DELTA,2024-12-13 16:09:22.142,2024-12-16 17:30:37.600,aresha@bal.com,
sbx2,silver_ipg,case_type_subtype_combination,MANAGED,DELTA,2024-12-13 16:09:15.509,2024-12-16 17:30:37.875,aresha@bal.com,
sbx2,silver_ipg,case_type_subtypes,MANAGED,DELTA,2024-12-13 16:09:18.874,2024-12-16 17:30:38.160,aresha@bal.com,
sbx2,silver_ipg,ipg,MANAGED,DELTA,2024-12-13 16:09:10.551,2026-01-28 15:14:46.667,aresha@bal.com,
sbx2,silver_ipg,node_data_check_fields,MANAGED,DELTA,2024-12-13 16:08:53.202,2024-12-16 17:30:38.760,aresha@bal.com,
sbx2,silver_ipg,node_subtype_condition,MANAGED,DELTA,2024-12-13 16:09:01.670,2024-12-16 17:30:39.031,aresha@bal.com,
sbx2,silver_ipg,node_subtype_condition_subtypes,MANAGED,DELTA,2024-12-13 16:08:58.074,2024-12-16 17:30:39.332,aresha@bal.com,
sbx2,silver_ipg,nodes,MANAGED,DELTA,2024-12-13 16:09:05.873,2026-01-27 06:13:31.413,aresha@bal.com,
sbx_salesforce,databricks_crm_ingestion,account_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-06 15:03:24.961,2026-07-09 18:36:22.752,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,artifact_packet_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.293,2026-07-08 15:37:36.467,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,artifact_packet_sequence_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.306,2026-07-09 19:10:57.551,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,artifact_template_field_alias_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.319,2026-07-13 01:04:08.330,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,artifact_template_field_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.331,2026-07-13 01:04:07.731,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,artifact_template_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.343,2026-07-13 01:04:08.202,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,client_program_contact_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.357,2026-07-09 19:10:57.558,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,client_program_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.371,2026-07-09 19:10:57.541,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,client_worksite_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-09 19:06:50.629,2026-07-09 19:07:40.775,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,contact_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-09 19:06:50.640,2026-07-09 19:10:56.703,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,credential_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-08 18:48:40.878,2026-07-13 01:04:08.245,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_account_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-09 19:06:50.653,2026-07-09 19:11:17.477,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_artifact_packet_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.382,2026-07-08 16:55:51.296,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_artifact_packet_sequence_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.395,2026-07-09 19:11:24.499,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_artifact_template_field_alias_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.407,2026-07-13 01:04:33.449,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_artifact_template_field_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.420,2026-07-13 01:04:32.572,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_artifact_template_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.431,2026-07-13 01:04:33.724,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_client_program_contact_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.444,2026-07-09 19:11:25.302,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_client_program_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-07 21:45:00.456,2026-07-09 19:11:24.765,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_client_worksite_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-09 19:06:50.665,2026-07-09 19:07:50.230,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_contact_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-09 19:06:50.676,2026-07-09 19:11:15.782,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_credential_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-08 18:48:40.904,2026-07-13 01:04:34.231,sarogers@bal.com,
sbx_salesforce,databricks_crm_ingestion,del_document_home__dll,VIEW,DELTA_UNIFORM_ICEBERG,2026-07-16 18:09:22.347,2026-07-16 18:10:56.251,sarogers@bal.com,
